,,,,,,,,,,,,,,,,,,,
국가,제목,전시 정보,설명,작가명,전시 시작,전시 종료,국가,지역,장소(건물명),장르,전시 스타일,예약링크,전시 상세 링크,위도,경도,전화번호,영업시간,가격,주소
,Trisha Donnelly,"사진, 드로잉, 조각, 비디오 등 매체를 넘나드는 신작/구작 총망라 단독전.","이번 전시는 물성, 추상, 매체의 경계를 넘나드는 작가의 예술적 실험을 폭넓게 조명한다. 사진, 드로잉, 조각, 비디오 등 서로 다른 매체가 한 공간 안에서 유기적으로 교차하며, 작품마다 고유한 재료의 감촉과 형식적 구조, 이미지와 비이미지의 경계가 드러난다. 작가는 재료가 가진 본연의 물성에 대한 깊은 탐구를 기반으로, 동일한 주제가 매체에 따라 어떻게 달리 변주되는지를 보여주며 관람객에게 사유의 여백을 제공한다.

전시에서는 표면의 질감, 빛의 각도, 공간의 흐름이 작품의 의미를 형성하는 중요한 요소로 작동한다. 관람객은 조형적 구조와 추상적 이미지가 반복적으로 나타나는 화면을 통해 시각적 지각이 어떻게 확장되는지를 체험하게 된다. 이러한 과정에서 작품은 단순한 오브젝트가 아니라 감각적 경험을 생성하는 장치로 전환되며, 감상자는 시간을 들여 관조할수록 새로운 층위의 해석을 발견하게 된다.

MMK TOWER 전 층에 걸쳐 구성된 이번 전시는 초기 대표작부터 최신 설치 작업까지 폭넓게 아우르며 작가의 예술적 변화를 연대기적이면서도 주제적으로 보여준다. 초기 작업에서는 재료 실험과 추상적 형식 탐구가 두드러지며, 최근작에서는 공간 전체를 하나의 감각적 구조로 재구성하는 설치적 시도가 강화된다. 이러한 흐름을 통해 관람객은 작가가 지속적으로 추구해 온 주제와 시각 언어의 확장 과정을 깊이 이해할 수 있다.

전시는 작품의 표면과 구조, 시간성과 공간성 등 다양한 요소를 면밀히 관찰하게 만드는 구성으로 이루어져 있으며, 관객은 작품을 바라보는 행위 자체가 하나의 경험이 되는 느린 감상의 시간을 체험한다. 이는 매체와 물성, 시각적 해석의 가능성을 넓히며, 현대미술에서 감각적 사유가 어떻게 생성되는지 탐구하는 자리가 된다.",Trisha Donnelly,9/27/25,3/22/26,독일,프랑크푸르트,MMK Tower,"현대 미술, 설치 미술, 미디어/디지털 아트","공간 연출형, 미디어 아트","추상과 구체 사이, 공간 반응적 설치와 사운드, 관람자의 시각적·공간적 경험을 재정의하는 작업",전화문의,https://www.mmk.art/en/whats-on/trisha-donnelly,50.1128,8.6747,49 69 212 73165,11시~18시,
,Shala Miller: Scar Light,"신작 대형 영상 설치작 중심, 신체·정체성·심리 탐구.","이번 전시는 흑인 여성의 정체성과 신체, 기억, 트라우마, 회복과 희망의 서사를 중심으로 한 작가의 대규모 개인전으로, MMK Zollamt 전관을 신작 설치와 대형 영상·사진 작업으로 채워 immersive한 체험을 제공하도록 구성되어 있다. 작가는 흑인 여성의 경험이 역사적·사회적 맥락에서 어떻게 형성되고 규정되어 왔는지 탐구하며, 그 시선의 구조와 내면적 응시의 방식을 시각 언어로 풀어낸다.

전시는 몸과 공간, 빛, 그림자가 서로 교차하는 대형 스크린과 설치 구조물로 구성되며, 관람객은 작품 사이를 걷고 머무르며 서사적 감정의 흐름을 직접 체감하게 된다. 영상 속 인물들의 움직임, 반복되는 제스처, 정지된 표정과 시선은 사회적 억압과 내면적 기억이 교차하는 지점을 드러내며, 개인적 경험이 집단적 역사와 연결되는 과정을 시각적으로 표현한다.

사진 작품에서는 인물의 신체와 피부, 머리카락, 자세와 시선 같은 미세한 요소가 서사의 핵심으로 작동하며, 흑인 여성의 존재를 둘러싼 사회적 시선과 그에 대응하는 자기 응시가 긴장감 있게 배치된다. 이는 단순한 인물 재현을 넘어, 정체성의 형성과 흔들림, 그리고 그로부터의 회복을 탐구하는 시각적 기록이 된다.

전시는 관객에게 감각적·공간적 체험을 중시하는 구성을 통해, 개인의 기억과 집단적 상처, 회복의 가능성이 공간 전체에서 응축된 감정으로 전달되도록 설계되어 있다. 이를 통해 관람객은 흑인 여성의 이야기와 신체가 지닌 다층적 의미를 체험적으로 이해할 수 있으며, 사회적 시선과 자기 응시의 관계가 어떻게 재해석될 수 있는지 사유하는 시간을 갖게 된다.",Shala Miller,10/18/25,2/1/26,독일,프랑크푸르트,MMK Zollamt,"디지털/미디어 아트, 설치 미술, 현대 미술","몰입형, 미디어 아트","영상과 조각을 접목한 설치미술 중심, 신체적 감각과 빛, 그림자 효과를 활용해 몰입적 공간 경험 제공",전화문의,https://www.mmk.art/en/whats-on/shala-miller,50.1097,8.6871,49 69 212 30447,11시~18시,
,B{L}OOMING – Baroque Flower Splendour,"바로크 시대 유럽 꽃 회화의 명작 및 역사·상징 전시, 미공개 및 복원 신작 대거 포함.","이 전시는 플랑드르, 네덜란드, 독일, 이탈리아 등 유럽 여러 지역에서 활발하게 전개된 꽃 정물화 전통과 그 미술사적 의미를 현대적 관점에서 재해석합니다. 르네상스 이후 유럽에서 붐을 이룬 꽃 그리기 열풍을 중심으로, 장미와 튤립, 백합, 수선화 등 다양한 꽃 모티브가 어떻게 등장하고 변화해 왔는지, 그리고 각 꽃이 지닌 상징과 가치가 시대별로 어떻게 달리 읽혀 왔는지를 체계적으로 살펴봅니다.

꽃 정물화는 아름다움과 풍요의 상징일 뿐 아니라, 덧없음과 죽음, 신앙, 도덕적 성찰을 담아내는 복합적인 상징 장르로 기능해 왔습니다. 전시는 이러한 다층적 의미를 존재론적, 윤리적 시각에서 조명하며, 한 폭의 그림 속에 배치된 꽃과 과일, 곤충, 병, 책, 성물 등이 서로 어떤 상징적 관계를 맺는지 세밀하게 해석합니다. 이를 통해 꽃이 단순한 장식 요소가 아니라 삶과 죽음, 세속과 영성, 욕망과 절제 사이의 긴장을 드러내는 중요한 상징 장치였음을 보여줍니다.

전시장에는 주요 작품 동선을 따라 플라워 트레일이 구성되어, 실제 그림 속에 등장하는 꽃의 종류와 의미, 당시 사회 문화사 속 위치를 자연스럽게 이해할 수 있도록 안내합니다. 특정 꽃이 어떤 계층과 취향을 상징했는지, 튤립 투기 열풍과 같은 역사적 사건과 어떤 연관을 맺었는지, 종교적·도덕적 메시지를 어떻게 시각적으로 전달했는지 등 다양한 해설이 작품 감상과 함께 제공됩니다.

이 전시는 유럽 미술사 속 꽃 모티브의 발전사를 한눈에 조망하게 하며, 동시에 오늘날에도 여전히 유효한 자연, 아름다움, 윤리적 성찰의 문제를 다시 생각하게 만드는 계기를 마련합니다. 관람객은 시대와 지역을 넘나드는 꽃 그림의 흐름을 따라가며, 꽃이라는 일상적 소재가 예술 안에서 얼마나 풍부한 상징 세계를 형성해 왔는지 깊이 있게 경험할 수 있습니다.","Jan Brueghel the Elder, Daniel Seghers, Adriaen Coorte, Roelant Savery, Giovanni Stanchi, Peter Binoit, Hieronymus Galle, Ambrosius Bosschaert I, Frans Francken, Andries Daniels 등",6/6/25,5/31/26,독일,쾰른,Wallraf-Richartz-Museum,"회화, 역사/고전 미술",공간 연출형,"바로크 시대 꽃과 장식미술 중심, 빛과 색채의 극적 공간 연출",https://www.wallraf.museum/ausstellungen/aktuell/aktuelles/,https://www.wallraf.museum/en/exhibitions/now/2025-06-06-blooming/,50.9364,6.9583,49 (0)221 / 221 - 211 19,"화~일: 10시~18시
매월 첫째, 셋째 목요일: 10시~22시
공휴일 10시~18시
*성금요일, 부활절 월요일, 메이데이, 승천절, 성체성혈 대축일, 성령강림절 월요일, 독일 통일 기념일(10월 3일), 모든 성인 대축일(11월 1일), 복싱 데이",
,Expedition Zeichnung - Dutch Masters Under the Magnifying Glass,Wallraf의 네덜란드 드로잉 컬렉션에 대한 4년간의 심층 연구 결과를 공개하는 전시로 16~18세기 작품 900여 점 중 70여 점을 선별해 소개.,"이 전시는 16세기부터 18세기까지 제작된 네덜란드 드로잉을 첨단 과학기술로 정밀 분석해, 작품의 진위와 제작 과정, 작가의 정체성, 보존 상태 등 그동안 밝혀지지 않았던 여러 층위의 정보를 해명하는 연구 기반 전시입니다. 현미경 관찰을 비롯해 적외선, 자외선 조사, 고해상도 스캔 등 다양한 과학 장비를 활용해 선과 음영의 구조, 종이의 특징, 안료 흔적, 덧그림 여부 등을 면밀히 추적하며, 원본과 사본을 구분할 수 있는 핵심 단서들을 시각화합니다.

작품 제작 시기에 사용된 종이의 수종 분석, 도수 및 압인 마크 연구, 당대 종이 제조 기술의 차이 등도 함께 다루며, 작가별 스타일과 작업 방식의 변화를 구체적으로 비교해 보여줍니다. 또한 박스형 거래 장부와 판매 기록, 작업실 내 협업 가능성 등 역사적 자료를 연계해, 작품이 어떤 경로를 거쳐 현재에 이르게 되었는지 그 흐름을 추적합니다. 이를 통해 네덜란드 미술 시장과 작가 네트워크가 어떻게 형성되고 작동했는지도 자연스럽게 이해할 수 있습니다.

전시는 과학 분석 데이터와 시각 자료를 나란히 배치해 관람객이 미술품 감정과 연구가 얼마나 섬세하고 복잡한 절차로 이뤄지는지 직접 확인할 수 있도록 구성되어 있습니다. 작품 표면 아래 숨겨진 수정 흔적, 사본 제작을 위한 밑그림 전사 방식, 특정 작가 특유의 선 배열 등, 평소에는 볼 수 없었던 디테일을 생생히 보여주며 드로잉 연구의 깊이를 전합니다.

최신 연구 성과와 역사적 의미를 결합한 이 전시는 네덜란드 드로잉의 미학적 가치를 넘어, 미술사 연구가 과학기술과 만나 어떻게 새로운 지식을 창출할 수 있는지를 체험적으로 이해하도록 돕는 핵심적인 학술 전시입니다.","Rembrandt, Rubens, James Ensor, Goltzius, Rogier van der Weyden, Cornelis Ploos van Amstel, Herman Saftleven, 기타 네덜란드 마스터",11/14/25,3/15/26,독일,쾰른,Wallraf-Richartz-Museum,"순수 미술, 역사/고전 미술",공간 연출형,"네덜란드 황금기 드로잉 집중 조사 및 미시적 관찰, 학문적·시각적 분석 병행",https://www.wallraf.museum/ausstellungen/aktuell/aktuelles/,https://www.wallraf.museum/en/exhibitions/preview/2025-11-14-expedition-zeichnung/,50.9364,6.9583,49 (0)221 / 221 - 211 19,"화~일: 10시~18시
매월 첫째, 셋째 목요일: 10시~22시
공휴일 10시~18시
*성금요일, 부활절 월요일, 메이데이, 승천절, 성체성혈 대축일, 성령강림절 월요일, 독일 통일 기념일(10월 3일), 모든 성인 대축일(11월 1일), 복싱 데이",
,Anders Zorn,"스웨덴 출신 근대 미술 거장 Anders Zorn(1860-1920) 대규모 회고전. 초상화, 풍경, 에칭, 조각 등 150여 점 전시.","이 전시는 유럽과 미국에서 널리 명성을 얻었던 작가의 주요 작품을 폭넓게 조망하며, 대표작으로 평가받는 1897년작 Midsummer Dance를 중심에 두고 전개된다. 화려한 색채와 춤의 역동성을 담은 이 작품은 작가의 예술적 정점으로 평가되며, 전시 전체의 구조를 이끄는 핵심 축이 된다.

작가는 스웨덴의 자연과 일상을 세밀하게 그려낸 풍경화부터 사회적 지위를 반영한 상류층 초상화까지 매우 다양한 장르를 소화해 왔다. 본 전시는 이러한 폭넓은 스펙트럼을 균형감 있게 구성해, 풍경과 초상이라는 서로 다른 두 축이 어떻게 작가의 예술 세계 안에서 조화를 이루는지를 살핀다. 스웨덴 여름의 빛, 시골 마을의 정취, 도시 생활의 변화 등 당대 문화와 사회 분위기가 반영된 장면들은 작가가 기록한 시대의 시각적 아카이브로서 의미를 지닌다.

특히 주목할 만한 점은 작가가 1891년과 1892년에 함부르크를 방문하며 그린 항구 풍경이 함께 소개된다는 점이다. 함부르크의 항만은 경제적 번영과 활발한 교역으로 북유럽 도시 중에서도 독특한 표정을 지니고 있었으며, 작가는 이 장면을 통해 도시의 산업적 분위기와 이주 노동, 상선의 움직임 등을 사실적이면서도 정서적으로 기록했다. 이 작품군은 스웨덴 풍경과는 다른 긴장감과 도시적 감각을 보여주며, 작가의 관찰력과 스타일 확장의 중요한 증거로 평가된다.

전시는 작가의 예술적 변모와 시대성을 함께 읽을 수 있도록 구성돼 있으며, 회화적 기술, 색채 감각, 당대 사회적 배경이 교차하는 과정을 풍부하게 드러낸다. Midsummer Dance의 환상적 장면에서 항구 풍경의 리얼리즘까지, 하나의 예술가를 통해 다양한 미술적 장면을 입체적으로 경험할 수 있는 전시다.","Anders Zorn (Midsummer Dance, 항구 풍경 등)",9/26/25,1/25/26,독일,함부르크,Hamburger Kunsthalle,"회화, 근대 미술",공간 연출형,"스웨덴 인상파, 자연주의적 초상과 풍경 회화 중심, 사실주의와 공간감 극대화",https://tickets.hamburger-kunsthalle.de/webshop/webticket/timeslot,https://www.hamburger-kunsthalle.de/assets/kz_alg_001.jpg,53.5511,9.9937,49 40 4281310,"화-일 오전 10시~18시
목 오전 10시-21시",
,Isa Mona Lisa,Wolfgang Tillmans가 작가 Isa Genzken을 다룬 사진을 모티브로 한 국제 현대미술 전시.,"이번 전시는 지정된 작가들의 신작과 최근 기증된 작품을 중심으로, 설치, 회화, 사진 등 다양한 미디어를 아우르며 동시대 미술의 폭넓은 스펙트럼을 조망하는 전시다. 특히 1948년생 Isa Genzken을 포함한 여러 현대 작가들의 최신 작업이 함께 전시되면서, 개별 작가의 조형적 실험뿐 아니라 세대 간 미학적 흐름을 비교하고 연결할 수 있는 구조로 기획되었다.

전시는 특정 작가의 회고적 관점에 머무르지 않고, 신작과 기증작을 통해 현재 진행형의 동시대 미술 환경을 반영하는 데 중점을 둔다. 설치 작업은 공간 그 자체를 조형 요소로 활용하여 전시장 구조와 관람 동선에 변화를 주고, 회화와 사진 작품들은 재료와 기법의 변주를 통해 감각적 텍스처와 시각적 해석의 폭을 확장한다. 이 과정에서 Genzken 특유의 실험적 태도와 동시에 전시 참여 작가들이 제시하는 개별적 시각이 자연스럽게 교차하며 새로운 해석의 지점을 만든다.

또한 기획전은 단일 공간이 아닌 복수의 특별 전시장을 활용해 구성되어, 각 전시실마다 다양한 미디어와 주제가 유기적으로 배치된다. 이를 통해 관람객은 작가별, 매체별, 주제별 흐름을 입체적으로 경험할 수 있으며, 현대미술의 현재 진행형 변화를 폭넓게 체감하게 된다.

이 전시는 개별 작품의 독창성과 더불어, 동시대 미술의 방향성과 확장 가능성을 균형 있게 전달하는 중요한 전시로 기능한다.","Isa Genzken, Wolfgang Tillmans, Louise Bourgeois 등 다양한 현대미술 작가",10/18/24,10/18/26,독일,함부르크,Hamburger Kunsthalle,"현대미술, 설치, 사진, 회화","공간 연출형, 미디어 아트","현대 설치미술과 조각, 일상 오브제를 재해석하고 독특한 재료와 조형미를 통해 공간성과 시간성 표현",https://tickets.hamburger-kunsthalle.de/webshop/webticket/timeslot,https://www.hamburger-kunsthalle.de/en/exhibitions/isa-mona-lisa,53.5511,9.9937,49 40 4281310,"화-일 오전 10시~18시
목 오전 10시-21시",
,Making History,"19세기 미술과 Hans Makart의 대표작 ‘The Entry of Charles V into Antwerp’를 중심으로, 사회·정치적 배경과 관계를 재조명하는 전시.","이번 전시는 새롭게 설계된 Makart Hall 공간 전체를 활용해 약 60점 규모의 회화와 조각을 집중적으로 소개하며, 19세기 미술의 흐름과 그 시대를 구성한 사회·문화적 배경을 폭넓게 조망한다. 기존의 전통적 역사 재현 방식에서 벗어나, 19세기의 예술이 정치적 변화, 계층 구조, 도시화, 산업화와 같은 당대의 현실과 어떤 방식으로 상호작용했는지를 다층적으로 탐구하는 것이 핵심이다.
전시는 다양한 유형의 작품을 통해 19세기 예술가들이 바라본 인간, 자연, 도시, 신화적 상징 등을 균형 있게 보여주며, 동일한 작품이 지닌 미학적 가치뿐 아니라 사회적 메시지와 사상적 맥락까지 통합적으로 해석할 수 있도록 구성되어 있다. 사실주의, 역사화, 살롱풍 회화, 상징주의 조각 등 여러 장르를 아우르며 당시 유럽 미술계의 다양한 흐름과 시각적 실험도 함께 조명한다.
Makart Hall은 공간 자체가 전시 경험의 일부로 설계되어 있어, 작품 사이의 간격과 조명, 동선이 19세기 예술을 더욱 immersive하게 체감할 수 있도록 구성되어 있다. 관람객은 작품을 감상하는 동시에, 당시 사회문화적 환경이 예술가의 창작에 어떤 영향을 주었는지 자연스럽게 연결해 이해할 수 있다.
이 기획전은 2020년부터 2026년까지 장기적으로 이어지는 프로젝트로, 미술관이 시대별 연구성과와 보존·복원 자료를 지속적으로 업데이트하며 꾸준히 확장하고 있다. 따라서 장기간에 걸쳐 19세기 미술을 심도 깊게 탐구할 수 있는 중요한 전시 시리즈로 자리 잡았으며, 관람객에게는 잘 알려진 명작뿐 아니라 새로운 연구 관점을 함께 경험할 수 있는 기회를 제공한다.",Hans Makart 및 기타 19세기 미술가,10/1/20,12/31/26,독일,함부르크,Hamburger Kunsthalle,근대 미술,공간 연출형,"역사 서사적 전시, 과거 재해석과 현대적 문제의식 연결",https://tickets.hamburger-kunsthalle.de/webshop/webticket/timeslot,https://www.hamburger-kunsthalle.de/en/exhibitions/making-history,53.5511,9.9937,49 40 4281310,"화-일 오전 10시~18시
목 오전 10시-21시",
,Menschen und Geschichten,고전 현대미술 영역에서 주요 작가 및 작품 소장 경로와 연계된 개인과 이야기 중심 컬렉션 전시,"본 전시는 라이니쉬 표현주의의 주요 작가들을 중심축으로 삼으면서도, 기존 전시에서 상대적으로 조명받지 못했던 여성 예술가들의 작품을 함께 소개해 표현주의 미술사의 폭과 결을 새롭게 확장한다. Marta Worringer, Käthe Kollwitz, Olga Oppenheimer 등 당대의 사회적 제약 속에서도 독자적 예술 언어를 구축한 여성 작가들에게 주목하며, 이들의 삶과 창작 배경을 시대사와 연결해 심층적으로 해석한다.
전시는 라이니쉬 표현주의 거장들의 회화·그래픽·조각 등 핵심 작품을 통해 이 운동의 정서적 에너지와 실험 정신을 드러낸다. 동시에 여성 작가들의 작품을 동일한 맥락에서 배치함으로써, 표현주의가 단일한 남성 중심의 예술사 서사가 아니라 다양한 사회적 위치와 경험을 지닌 창작자들의 집합적 움직임이었음을 보여준다.
Marta Worringer의 강렬한 선과 구성, Käthe Kollwitz의 사회 비판적 조형 세계, Olga Oppenheimer의 실험적 구성미 등은 표현주의 내부에 존재하는 다양한 감각과 문제의식을 조명하며, 그동안 제한적으로 소개되어 온 이들의 작품적 성취를 재평가하는 중요한 기회가 된다.
아울러 각 작품이 미술관에 수집되기까지의 과정, 전쟁과 정치 상황 속에서의 소실과 재발견, 박물관 제도의 변화 등이 함께 소개되어, 표현주의 작품들이 남긴 역사적 궤적과 수집의 맥락을 입체적으로 이해할 수 있도록 구성되어 있다. 관람객은 예술가들의 개인적 서사와 사회적 배경, 그리고 표현주의라는 거대한 움직임이 서로 어떤 방식으로 교차했는지를 폭넓게 탐색할 수 있다.","Käthe Kollwitz, Marta Worringer, Olga Oppenheimer 및 라이니쉬 표현주의 작가 다수",9/9/25,9/19/27,독일,본,"Kunstmuseum Bonn
Museumsmeile
Helmut-Kohl-Allee 2
53113 본

",근대 미술,공간 연출형,"인물과 이야기 중심 전시, 개인과 사회 역사 서사를 공간으로 표현",https://shop.kunstsammlung.de/ko/offers,https://www.kunstmuseum-bonn.de/en/ausstellungen/menschen-und-geschichten/,50.7359,7.1004,"49 (0)228 77-6260, F-6220","월 휴무 
화~일 11시~18시
수 오전 11시~19시",
,Rune Mields,콘셉추얼 화가 Rune Mields(1935년 생)의 60년 작품 세계와 최근 기증된 작품 중심 단일 작가 전시,"본 전시는 수학적 기하 구조와 상징 체계를 활용해 보이지 않는 질서와 형식의 근원을 탐구하는 작가의 작업세계를 집중적으로 조명한다. 작가는 숫자와 부호, 대치와 반복, 무한성을 구성 요소로 삼아 서로 충돌하는 듯 보이는 기호들의 관계를 시각적 언어로 변환한다. 이 과정에서 형식과 숫자의 결합을 통해 세계의 보편적 질서를 이해할 수 있다는 아우구스티누스의 사유를 작품 전반에 반영하며, 눈에 보이지 않는 구조를 가시적인 조형 언어로 풀어낸다.

전시의 회화와 설치작품들은 모두 기하학적 패턴, 수열적 배치, 대칭과 비대칭의 조합 등 계산된 구성 방식을 기반으로 한다. 이는 작가가 믿는 ‘무한공간의 확장’이라는 개념을 구현하며, 화면 속 구조가 끝없이 이어지고 변주되며 관람자의 시선을 깊숙이 끌어들이는 효과를 만든다.

작품들은 단일한 의미로 귀결되지 않고, 숫자와 기호, 추상적 형식 사이의 관계를 관람자가 직접 해석하도록 유도한다. 무한성과 질서, 혼돈과 규칙성 사이에서 생성되는 긴장감을 통해, 세계를 구성하는 보이지 않는 원리와 그 가능성을 다각적으로 조망하게 한다.

이번 전시는 계산 가능한 세계와 감각적 체험 사이의 경계를 확장하며, 수학적 사유가 예술적 상상력과 만나 어떤 새로운 조형 언어가 탄생할 수 있는지를 탐구하는 중요한 자리가 될 것이다.",Rune Mields,2/11/25,5/17/26,독일,본,"Kunstmuseum Bonn 
Museumsmeile 
Helmut-Kohl-Allee 2 
53113 본 
","현대미술, 회화","공간 연출형, 조각","자연과 인간, 시간의 흐름 등 주제로 설치미술, 공간 내 조형물 중심 전시",https://shop.kunstsammlung.de/ko/offers,https://www.kunstmuseum-bonn.de/en/ausstellungen/rune-mields/,50.7359,7.1004,"49 (0)228 77-6260, F-6220","월 휴무 
화~일 11시~18시
수 오전 11시~19시",
,Gregory Crewdson,현대 내러티브 사진의 거장 Gregory Crewdson 회고전. 1980년대부터 현재까지 주요 사진 시리즈 70여 점 전시.,"본 전시는 영화적 연출 기법을 사진이라는 단일 프레임 안에 정교하게 압축해낸 대형 시리즈를 소개한다. 작가는 실제 영화 제작에 준하는 대규모 스태프, 세트 제작, 조명 시스템을 활용해 장면을 기획하고 촬영하며, 결과물은 사진임에도 완성된 한 편의 장면극처럼 강한 서사를 품는다.

작품의 주요 배경은 미국 대도시 외곽 지역으로, 경제적 불황과 산업 쇠퇴, 도시화의 그늘 속에서 살아가는 사람들의 현실을 사실적이면서도 심리적으로 깊게 탐구한다. 인물들은 일상의 흔한 순간처럼 보이지만, 장면 속 정지된 표정과 공간은 불안, 고립, 단절, 희미한 희망 등 복합적 감정이 교차하는 섬세한 내면을 드러낸다. 이를 통해 사진은 단순한 기록을 넘어 심리적·사회적 현실을 상징적으로 확장시키는 매체로 기능한다.

작가는 조명 배치와 색채 대비, 세트 구성을 통해 영화 속 한 장면처럼 구성적 밀도를 극대화하고, 관람자는 장면의 앞뒤 서사를 상상하게 되며 그 공간 안에 내재된 사회적 질문들을 마주하게 된다. 경제적 위기와 도시 주변부 삶이라는 구체적 현실이 화려한 영화적 연출 속에 병치되며, 인간과 사회 구조가 맺는 복잡한 관계가 더욱 선명하게 드러난다.

이번 전시는 정교한 연출 사진이 어떻게 사회적 문제와 인간의 심리를 담아낼 수 있는지를 보여주는 의미 있는 시도로, 관람객은 한 컷의 이미지 속에 숨겨진 거대한 서사와 감정의 층위를 체험하게 될 것이다.",Gregory Crewdson,9/10/25,2/22/26,독일,본,"Kunstmuseum Bonn 
Museumsmeile 
Helmut-Kohl-Allee 2 
53113 본 
","사진, 현대 미술","미디어 아트, 사진전","극적 연출 사진, 사회적 서사와 풍경, 영화적 이미지 연출 대작",https://shop.kunstsammlung.de/ko/offers,https://www.kunstmuseum-bonn.de/en/ausstellungen/gregory-crewdson/,50.7359,7.1004,"49 (0)228 77-6260, F-6220","월 휴무 
화~일 11시~18시
수 오전 11시~19시",
,Ausgezeichnet 9 - Felix Schramm,"현대미술 작가 Felix Schramm의 작품 집중 전시, 건축적·조각적 공간 구성 특징.","Kunstmuseum Bonn에서 개최되는 이번 단독 전시는 공간과 건축, 표면과 경계를 핵심 주제로 삼아 작가의 실험적 조형 작업을 집중적으로 조명한다. 작품들은 설치미술과 퍼포먼스 사이를 유연하게 오가며, 공간 자체를 하나의 재료로 다루는 방식으로 구축된다. 관람객은 물리적 구조물뿐 아니라 빛, 그림자, 움직임까지 포함된 복합적 환경 속에서 작품을 체험하게 된다.
작가는 건축적 요소를 해체하거나 확장해 공간의 기능과 정체성을 다시 질문한다. 벽면과 바닥, 구조의 면과 모서리, 시각적으로 인지되는 경계가 작품 속에서 새로운 의미를 갖고 재해석된다. 이러한 과정에서 표면은 단순한 외피가 아니라 시간·행위·지각이 중첩되는 매개로 작동한다. 퍼포먼스적 요소가 일부 설치와 결합되며, 공간은 고정된 장소에서 살아 있는 장면으로 변모한다.
전시는 다원적 양식을 바탕으로 현대 예술이 공간과 신체, 행위, 건축을 어떻게 연결하고 확장하는지 탐구한다. 특히 작가의 조형적 실험이 물질적 구조와 비물질적 에너지 사이에서 어떻게 새로운 관계를 형성하는지 보여주는 것이 중심이다. 이 과정에서 건축적 언어와 조형적 언어, 그리고 퍼포먼스적 행위가 서로 간섭하며, 관객은 장소의 의미를 능동적으로 재구성하게 된다.
Kunstmuseum Bonn은 이번 전시를 위해 작가의 주요 작업을 망라한 전집과 해설 자료, 퍼포먼스 연계 프로그램, 작가 토크 등을 마련해 작품의 이론적 배경과 제작 과정을 깊이 있게 전달한다. 전시는 공간과 경계에 대한 예술적 사유가 어떻게 현대적 시각과 감각의 영역을 확장하는지 탐구하는 중요한 기회가 된다.",Felix Schramm,11/13/25,3/22/26,독일,본,"Kunstmuseum Bonn 
Museumsmeile 
Helmut-Kohl-Allee 2 
53113 본 
","설치미술, 현대 미술","공간 연출형, 설치미술","현대 설치미술, 산업적 재료와 공간의 상호작용 강조",https://shop.kunstsammlung.de/ko/offers,https://www.kunstmuseum-bonn.de/en/ausstellungen/ausgezeichnet-9-felix-schramm/,50.7359,7.1004,"49 (0)228 77-6260, F-6220","월 휴무 
화~일 11시~18시
수 오전 11시~19시",
,Kerstin Brätsch,"현대 예술가 Kerstin Brätsch 신작 중심 전시, 회화·설치·퍼포먼스 복합.","Kunstmuseum Bonn에서 열리는 이번 전시는 미국 출신 작가가 우크라이나 전쟁 이후 변화한 세계 정세와 사회적 감수성을 예술가의 시선으로 다각적으로 탐색하는 데 초점을 둔다. 작가는 물리적 매체와 신체의 운동성을 적극적으로 활용해 전쟁, 불안, 연대, 회복 같은 동시대의 핵심 문제를 시각적으로 해석하며, 이를 기반으로 실험적이고 확장된 조형 언어를 구축한다.
작품은 회화, 설치, 영상, 퍼포먼스적 요소가 결합된 형태로 구성되며, 재료와 신체의 충돌, 속도와 저항, 표면의 손상과 회복 같은 물리적 흔적을 통해 현실의 긴장과 정서를 표현한다. 이러한 방식은 단순 재현이 아니라 신체적 반응과 감각적 경험을 중심에 두어, 전쟁 이후의 감정적 풍경을 복합적인 층위에서 드러낸다.
전시는 작가의 다양한 작업 방식과 미디어를 포괄하고, 예술가·연구자·퍼포머와의 협업 프로젝트도 함께 소개한다. 이를 통해 전쟁이라는 사회·정치적 상황에 대한 예술적 대응이 어떻게 공동 창작과 사회적 실천으로 확장될 수 있는지 제시한다.
Kunstmuseum Bonn은 본 전시를 통해 현대 예술이 글로벌 위기 속에서 수행할 수 있는 역할과 감정·신체·매체 간의 새로운 연결성을 탐구한다. 관람객은 작품을 통해 개인적 경험과 세계적 사건 사이에서 발생하는 감정의 층위를 체감하며, 동시대 예술이 만들어내는 실험적 감각과 현재성에 깊이 몰입할 수 있다.",Kerstin Brätsch,11/12/25,12/4/26,독일,본,"Kunstmuseum Bonn 
Museumsmeile 
Helmut-Kohl-Allee 2 
53113 본 
","회화, 설치, 현대 미술","공간 연출형, 퍼포먼스","미술, 퍼포먼스, 영상 결합, 복합적 오브제로 공간 구성",https://shop.kunstsammlung.de/ko/offers,https://www.kunstmuseum-bonn.de/en/ausstellungen/kerstin-braetsch/,50.7359,7.1004,"49 (0)228 77-6260, F-6220","월 휴무 
화~일 11시~18시
수 오전 11시~19시",
